setId,id,prompt,choice1,choice2,choice3,choice4,choice5,choice6,correctAnswers,select
practice-test-10,23,Default deny behavior is?,Fair policy,Implicit deny,Trust model,Context auth,,,Implicit deny,1
practice-test-10,24,Which is NOT network isolation?,VLAN,Subnetting,DLP,Firewalls,DMZ,NAC,DLP,1
practice-test-10,25,Which is NOT system isolation?,Virtualization,Containerization,Sandboxing,Encryption,,,Encryption,1
practice-test-10,1,Which URL indicates directory traversal?,../etc/passwd path,../www/../../etc/passwd,../../../etc/passwd path,../../../../etc/passwd path,Any of the above,,Any of the above,1
practice-test-10,2,Forcing protocol to weaker version is?,Downgrade,Replay,Deauth,Spraying,,,Downgrade,1
practice-test-10,3,Hash collision produces same digest for different inputs,True,False,,,,,False,1
practice-test-10,4,Which attack relies on probability theory?,Brute-force,KPA,Dictionary,Birthday,,,Birthday,1
practice-test-10,5,Trying common passwords across accounts is?,Replay,Dictionary,Spraying,Birthday,,,Spraying,1
practice-test-10,6,Which bypasses account lockout?,Birthday,Replay,Spraying,Dictionary,,,Spraying,1
practice-test-10,7,Trying all possible keys is?,Replay,Brute-force,Dictionary,Birthday,,,Brute-force,1
practice-test-10,8,Offline brute-force avoids lockout,True,False,,,,,True,1
practice-test-10,9,Indicator of compromise is?,CVE,IoC,AIS,OSINT,,,IoC,1
practice-test-10,10,Account lockout indicates?,Malicious delivery,DoS,Account compromise,Brute-force,,,Brute-force,1
practice-test-10,11,Account used from multiple locations is?,Spraying,Concurrent sessions,SSO,Impossible travel,,,Concurrent sessions,1
practice-test-10,12,Blocked malicious activity indicator?,DoS,Resource issue,Blocked content,High resource usage,,,Blocked content,1
practice-test-10,13,Account accessed from impossible location?,Login restriction,Impossible travel,Concurrent sessions,Out-of-cycle logs,,,Impossible travel,1
practice-test-10,14,Out-of-cycle logging indicates anomalies,True,False,,,,,True,1
practice-test-10,15,Which hides malicious activity evidence?,Account lockout,Resource issue,Missing logs,Concurrent sessions,,,Missing logs,1
practice-test-10,16,Logical grouping of devices is?,VLAN,DMZ,SNMP,VPN,,,VLAN,1
practice-test-10,17,Subnet size management is?,DNAT,VLSM,MPLS,VLAN,,,VLSM,1
practice-test-10,18,Granular access control by role?,EDR,IAM,AAA,IPS,,,IAM,1
practice-test-10,19,Software-based network control is?,VDI,SDN,VPC,EDR,,,SDN,1
practice-test-10,20,Rules granting access to objects?,ACL,MFA,NAC,AUP,,,ACL,1
practice-test-10,21,Router/switch/firewall rule-based control?,MAC,AUP,DAC,ACL,,,ACL,1
practice-test-10,22,File-level access control mechanism?,EFS,FACL,FIM,NTFS,,,FACL,1
practice-test-10,23,Default deny behavior is?,Fair policy,Implicit deny,Trust model,Context auth,,,Implicit deny,1
practice-test-10,24,Which is NOT network isolation?,VLAN,Subnetting,DLP,Firewalls,DMZ,NAC,DLP,1
practice-test-10,25,Which is NOT system isolation?,Virtualization,Containerization,Sandboxing,Encryption,,,Encryption,1
practice-test-11,1,Which refer to data isolation?,DLP,SDN,EFS,SWG,EDR,,EFS;DLP,2
practice-test-11,2,Firewall protecting single computer?,Hardware firewall,Host-based firewall,Proxy firewall,Network firewall,Personal firewall,,Host-based firewall;Personal firewall,2
practice-test-11,3,Active response on individual system?,NIDS,HIDS,NIPS,HIPS,,,HIPS,1
practice-test-11,4,Disabling unused ports is security best practice,True,False,,,,,True,1
practice-test-11,5,Default credentials are a security risk,True,False,,,,,True,1
practice-test-11,6,Shared responsibility document?,SLA,AUP,Cloud responsibility matrix,MSA,,,Cloud responsibility matrix,1
practice-test-11,7,Hybrid cloud mixes environments,True,False,,,,,True,1
practice-test-11,8,Infrastructure managed with scripts?,IaaS,ML,IaC,SDN,,,IaC,1
practice-test-11,9,Serverless infrastructure handled by?,CSP,ISP,MSP,IdP,,,CSP,1
practice-test-11,10,Microservices are independent components,True,False,,,,,True,1
practice-test-11,11,Isolation from external networks?,Network segmentation,Air gap,Hardware firewall,Protected cabling,,,Air gap,1
practice-test-11,12,Logical network segmentation?,Switch,VLAN,Screened subnet,Router,,,VLAN,1
practice-test-11,13,Software-defined networking solution?,SDN,SaaS,VDI,SNMP,,,SDN,1
practice-test-11,14,Packaging app with dependencies?,Edge computing,Containerization,Virtualization,Cloud computing,,,Containerization,1
practice-test-11,15,Multiple OS on same hardware?,Clustering,Hyperthreading,Multitasking,Virtualization,,,Virtualization,1
practice-test-11,16,Connected sensor-based devices?,ICS,PAN,IoT,SoC,,,IoT,1
practice-test-11,17,Industrial control systems umbrella?,ICS,PLC,SCADA,HMI,,,ICS,1
practice-test-11,18,Specific ICS example?,SoC,CMS,SCADA,RTOS,,,SCADA,1
practice-test-11,19,Low-latency OS type?,Unix-like,SoC,Firmware,RTOS,,,RTOS,1
practice-test-11,20,Embedded system characteristics?,Real-time,Limited resources,Single purpose,Hardware integration,,Real-time;Limited resources;Single purpose;Hardware integration,4
practice-test-11,21,System minimizing downtime?,ICS,HA,RTOS,SoC,,,HA,1
practice-test-11,22,Availability prioritized over security?,Fail-safe,Fail-close,Fail-open,Fail-secure,,,Fail-open,1
practice-test-11,23,Security prioritized over availability?,Fail-soft,Fail-through,Fail-safe,Fail-close,,,Fail-close,1
practice-test-11,24,Passive monitoring techniques?,Network tap,Trunk port,Port mirroring,SNMP trap,Registered port,,Network tap;Port mirroring,2
practice-test-11,25,Hardened admin gateway server?,C2 server,Jump server,UC server,Proxy server,,,Jump server,1
practice-test-12,1,System acting as intermediary to internet?,Bridge,Hub,Server,Proxy,,,Proxy,1
practice-test-12,2,Predefined browser routing rules?,PAC,DDNS,PAM,NAT,,,PAC,1
practice-test-12,3,Passive response on host system?,HIDS,NIPS,HIPS,NIDS,,,HIDS,1
practice-test-12,4,Characteristics of NIDS?,Blocks attacks,No direct action,Generates alerts,Monitors traffic,Packet dropping,Inline mode,No direct action;Generates alerts;Monitors traffic,3
practice-test-12,5,Characteristics of NIPS?,Blocks attacks,Generates alerts,Inline mode,Passive monitoring,Packet dropping,,Blocks attacks;Inline mode;Packet dropping,3
practice-test-12,6,WLAN monitoring solution?,UTM,WIDS,NGFW,WAF,,,WIDS,1
practice-test-12,7,WLAN detection and prevention?,WIPS,NIDS,WIDS,NIPS,,,WIPS,1
practice-test-12,8,Distributes workloads across systems?,Content filter,Proxy,Load balancer,Domain controller,,,Load balancer,1
practice-test-12,9,Active-active load balancing uses?,Least used,None,All servers,Most used,,,All servers,1
practice-test-12,10,Active-passive load balancing uses?,All servers,Active servers,Least used,Passive servers,,,Active servers,1
practice-test-12,11,Switch authentication standard?,802.1X,802.11ac,802.1D,802.11x,,,802.1X,1
practice-test-12,12,EAP is authentication framework,True,False,,,,,True,1
practice-test-12,13,Most secure EAP method?,PEAP,EAP-FAST,EAP-TLS,EAP-TTLS,,,EAP-TLS,1
practice-test-12,14,Filters HTTP traffic security?,UTM,NGFW,UEM,WAF,,,WAF,1
practice-test-12,15,UTM combines multiple security features,True,False,,,,,True,1
practice-test-12,16,Advanced firewall with app inspection?,IDS,Packet filter,NGFW,Stateful firewall,,,NGFW,1
practice-test-12,17,Layer 4 firewall features?,Application layer,Complex filtering,IP/port filtering,Basic filtering,Transport layer,Packet inspection,IP/port filtering;Basic filtering;Transport layer,3
practice-test-12,18,Layer 7 firewall features?,Complex filtering,IP filtering,Transport layer,Deep inspection,Basic filtering,Application layer,Complex filtering;Deep inspection;Application layer,3
practice-test-12,19,VPN protocols?,IPsec,SRTP,TLS,bcrypt,L2TP,,IPsec;TLS;L2TP,3
practice-test-12,20,VPN using both internet and tunnel?,Split tunnel,Clientless,Full tunnel,Remote access,,,Split tunnel,1
practice-test-12,21,VPN connecting computers?,Remote access,Intranet,Client-to-site,Site-to-site,Extranet,,Remote access;Client-to-site,2
practice-test-12,22,VPN connecting networks?,Site-to-site,Host-to-network,Remote access,Client-to-site,,,Site-to-site,1
practice-test-12,23,HTML5 VPN is clientless,True,False,,,,,True,1
practice-test-12,24,Secure remote access solution?,NAC,RDP,SSH,RAS,,,RAS,1
practice-test-12,25,Protocol securing WLAN data?,SCP,IPsec,SSH,WTLS,,,WTLS,1
practice-test-13,1,Protocol for key exchange in IPsec?,SSL,IKE,ESP,DHE,,,IKE,1
practice-test-13,2,IPsec component providing integrity/authentication only?,CRC,AH,IKE,AES,,,AH,1
practice-test-13,3,IPsec component providing confidentiality integrity authentication?,AES,SHA,AH,ESP,,,ESP,1
practice-test-13,4,IPsec mode encrypting entire packet?,Tunnel,Payload,Transport,Default,,,Tunnel,1
practice-test-13,5,IPsec mode encrypting payload only?,Protected mode,Tunnel,Transport,Safe mode,,,Transport,1
practice-test-13,6,SD-WAN uses software to manage WAN,True,False,,,,,True,1
practice-test-13,7,Cloud security framework combining networking/security?,SASE,SWG,CASB,SD-WAN,,,SASE,1
practice-test-13,8,Personally identifiable information?,PHI,Biometrics,ID,PII,,,PII,1
practice-test-13,9,EU data privacy regulation?,PHI,HIPAA,PCI DSS,GDPR,,,GDPR,1
practice-test-13,10,HIPAA protects?,PII,PI,PHI,PIV,,,PHI,1
practice-test-13,11,PCI DSS protects?,Credit cards,Software,Passwords,Health data,,,Credit cards,1
practice-test-13,12,Data at rest encryption methods?,FDE,SED,IPsec,TLS,VPN,EFS,FDE;SED;EFS,3
practice-test-13,13,Data in transit encryption methods?,NFS,VPN,SED,IPsec,FDE,TLS,VPN;IPsec;TLS,3
practice-test-13,14,Which data state requires unencrypted processing?,Motion,At rest,Transit,In use,,,In use,1
practice-test-13,15,Non-human readable data types?,Binary,XML,Machine language,HTML,SQL,,Binary;Machine language,2
practice-test-13,16,Role overseeing data protection?,CTO,DPO,CIO,CSO,,,DPO,1
practice-test-13,17,Mobile device location technology?,WPS,GSM,SIM,GPS,,,GPS,1
practice-test-13,18,Restrict device usage by location?,Geofencing,Tracking,Perimeter security,Geolocation,,,Geofencing,1
practice-test-13,19,Convert plaintext to ciphertext?,Encryption,Masking,Tokenization,Obfuscation,,,Encryption,1
practice-test-13,20,Fixed-length irreversible data transformation?,Obfuscation,Tokenization,Hashing,Encryption,,,Hashing,1
practice-test-13,21,Data masking characteristics?,Replace data,Enable testing,Encrypt data,Hash data,Tokenization,,Replace data;Enable testing,2
practice-test-13,22,Replace data with token reference?,Masking,Obfuscation,Encryption,Tokenization,,,Tokenization,1
practice-test-13,23,Modify data to obscure meaning?,Tokenization,Encryption,Obfuscation,Hashing,,,Obfuscation,1
practice-test-13,24,Segmentation advantages?,Limit attacks,Compliance,Encrypt transit,Recovery guarantee,Access control,,Limit attacks;Compliance;Access control,3
practice-test-13,25,Access control models manage permissions,True,False,,,,,True,1
practice-test-14,1,RAID 0 characteristics?,2 drives,Disk striping,No fault tolerance,Mirroring,Less capacity,3 drives,Disk striping;No fault tolerance;Performance priority,3
practice-test-14,2,RAID 1 characteristics?,2 drives,Striping,Better performance,3 drives,Mirroring,Redundancy,,2 drives;Mirroring;Redundancy,3
practice-test-14,3,RAID 5 characteristics?,2 drives,Multi-failure tolerance,Double parity,3 drives,Single-drive recovery,4 drives,Striping with parity;3 drives;Single-drive recovery,3
practice-test-14,4,RAID 6 characteristics?,Single parity,4 drives,Two-drive failure tolerance,3 drives,Double parity,More than 2 failures,5 drives,4 drives;Double parity;Two-drive failure tolerance,3
practice-test-14,5,RAID 10 characteristics?,4 drives,Striped mirrors,5 drives,Fault tolerance,3 drives,Multi-failure tolerance,,4 drives;Striped mirrors;Fault tolerance,3
practice-test-14,6,RAID without fault tolerance?,RAID 6,RAID 10,RAID 5,RAID 0,RAID 1,,RAID 0,1
practice-test-14,7,Primary function of load balancing?,Data copies,Distribute workload,Cluster servers,Geographic distribution,,,Distribute workload,1
practice-test-14,8,Primary function of clustering?,Geographic distribution,Server grouping,Data replication,Workload distribution,,,Server grouping,1
practice-test-14,9,Fully operational duplicate site?,Hot site,Warm site,Cold site,Mobile site,,,Hot site,1
practice-test-14,10,Partially configured site?,Cold site,Hot site,Mirror site,Warm site,,,Warm site,1
practice-test-14,11,Physical space only recovery site?,Hot site,Warm site,Cold site,Mirror site,,,Cold site,1
practice-test-14,12,Least expensive site?,Cold site,Mirror site,Warm site,Hot site,,,Cold site,1
practice-test-14,13,Fastest recovery site?,Cold site,Hot site,Mobile site,Warm site,,,Hot site,1
practice-test-14,14,Continuity of operations plan?,SLA,COOP,RPO,BIA,,,COOP,1
practice-test-14,15,Simulated discussion-based exercise?,Tabletop,Sandboxing,Threat hunting,Training,,,Tabletop,1
practice-test-14,16,Switching to backup system?,Failover,Multipath IO,Load balancing,Parallel processing,,,Failover,1
practice-test-14,17,Realistic attack simulation?,Fingerprinting,Simulation,Threat hunting,Tabletop,,,Simulation,1
practice-test-14,18,Divide tasks across systems?,Load balancing,Multitasking,Clustering,Parallel processing,,,Parallel processing,1
practice-test-14,19,VM state at a moment?,Restore point,Shadow copy,Snapshot,System image,,,Snapshot,1
practice-test-14,20,VM backup type?,Incremental,Snapshot,Tape,Differential,,,Snapshot,1
practice-test-14,21,Real-time backup strategy?,Mirroring,Virtualization,Journaling,Replication,,,Replication,1
practice-test-14,22,Recover changes since last backup?,Replication,Journaling,Virtualization,Mirroring,,,Journaling,1
practice-test-14,23,Device supplying power to outlets?,PSU,MDF,PDU,IDF,,,PDU,1
practice-test-14,24,Short-term backup power?,UPS,PoE,SVC,PSU,,,UPS,1
practice-test-14,25,Long-term backup power?,Dual supply,UPS,Generator,PDU,,,Generator,1
